,dteday,hr,weathersit,temp,atemp,hum,windspeed,casual,cnt
10819,2012-03-31,22,2,0.38,0.3939,0.71,0.2537,40,156
14061,2012-08-14,2,2,0.68,0.6364,0.83,0.19399999999999998,2,11
6118,2011-09-17,12,2,0.52,0.5,0.67,0.2239,115,372
3064,2011-05-12,14,2,0.62,0.6061,0.61,0.2239,43,191
7714,2011-11-23,1,2,0.48,0.4697,0.94,0.2985,0,8
15606,2012-10-17,11,2,0.5,0.4848,0.51,0.0896,78,234
1224,2011-02-24,2,1,0.2,0.2273,0.64,0.0896,0,4
10529,2012-03-19,20,1,0.6,0.6061,0.64,0.2239,34,330
11728,2012-05-08,21,2,0.64,0.6061,0.65,0.2836,21,223
2592,2011-04-22,22,3,0.3,0.303,1.0,0.1343,3,24
3247,2011-05-20,5,1,0.44,0.4394,0.94,0.1045,0,28
6849,2011-10-17,23,2,0.48,0.4697,0.88,0.0,10,62
2812,2011-05-02,2,2,0.44,0.4394,0.77,0.2239,16,35
9520,2012-02-06,15,1,0.42,0.4242,0.32,0.2836,25,171
10017,2012-02-27,10,1,0.32,0.303,0.45,0.2537,16,104
10158,2012-03-04,8,1,0.3,0.2727,0.52,0.3284,12,66
12613,2012-06-14,18,1,0.74,0.6667,0.42,0.19399999999999998,107,823
2691,2011-04-27,1,1,0.6,0.5606,0.83,0.2537,2,17
4132,2011-06-26,2,1,0.62,0.6212,0.57,0.1045,17,87
9618,2012-02-10,17,2,0.34,0.3333,0.42,0.19399999999999998,15,396
1527,2011-03-09,0,1,0.26,0.2879,0.65,0.0896,0,9
7063,2011-10-26,22,2,0.48,0.4697,0.88,0.0896,23,135
2249,2011-04-08,14,3,0.34,0.3182,0.87,0.2239,2,15
2552,2011-04-21,6,2,0.4,0.4091,0.58,0.5821,2,75
8647,2012-01-01,2,1,0.32,0.3485,0.76,0.0,16,75
15977,2012-11-03,10,1,0.36,0.3333,0.46,0.3881,68,328
8188,2011-12-12,20,1,0.3,0.3182,0.56,0.0896,8,165
7699,2011-11-22,10,3,0.4,0.4091,0.94,0.0,6,52
12405,2012-06-06,2,1,0.5,0.4848,0.68,0.0,4,11
9552,2012-02-07,23,1,0.32,0.3333,0.57,0.1343,2,51
3649,2011-06-05,23,1,0.62,0.5909,0.78,0.1343,25,86
14074,2012-08-14,15,1,0.82,0.7576,0.46,0.2239,84,283
380,2011-01-17,8,2,0.16,0.1515,0.47,0.2239,3,33
12172,2012-05-27,9,1,0.66,0.6061,0.83,0.2239,130,270
7495,2011-11-13,22,1,0.48,0.4697,0.41,0.3881,25,89
2621,2011-04-24,3,1,0.5,0.4848,0.94,0.0896,4,24
9464,2012-02-04,6,1,0.22,0.2273,0.87,0.1343,1,5
12292,2012-06-01,9,2,0.64,0.5758,0.83,0.2239,24,298
13029,2012-07-02,2,2,0.74,0.6667,0.51,0.2537,1,15
1360,2011-03-01,23,1,0.24,0.2273,0.65,0.2239,2,25
3196,2011-05-18,2,3,0.52,0.5,0.94,0.2239,1,6
11318,2012-04-21,19,3,0.56,0.5303,0.73,0.4925,9,54
2037,2011-03-30,18,2,0.26,0.2576,0.93,0.2239,6,85
12392,2012-06-05,13,2,0.6,0.6212,0.46,0.1642,66,267
486,2011-01-22,8,1,0.02,0.0,0.44,0.3284,1,27
7716,2011-11-23,3,3,0.5,0.4848,0.94,0.3582,1,3
16786,2012-12-07,5,2,0.26,0.2727,0.81,0.1045,1,26
9623,2012-02-10,22,2,0.32,0.3485,0.66,0.0,11,113
783,2011-02-05,2,2,0.24,0.2424,0.75,0.1642,5,17
6596,2011-10-07,10,1,0.52,0.5,0.68,0.0896,48,174
17374,2012-12-31,19,2,0.26,0.2576,0.6,0.1642,11,119
17151,2012-12-22,10,1,0.26,0.2273,0.48,0.3284,13,118
8515,2011-12-26,13,1,0.38,0.3939,0.4,0.2985,57,140
12446,2012-06-07,19,1,0.7,0.6364,0.34,0.2836,65,602
7215,2011-11-02,6,1,0.3,0.3333,0.81,0.0,1,92
6866,2011-10-18,16,1,0.62,0.6212,0.57,0.2537,58,304
14223,2012-08-20,20,2,0.62,0.5758,0.83,0.2836,30,261
13363,2012-07-16,0,3,0.72,0.6970000000000001,0.79,0.1045,11,43
3238,2011-05-19,20,1,0.54,0.5152,0.77,0.2836,46,282
14862,2012-09-16,11,1,0.64,0.6212,0.47,0.1642,183,559
873,2011-02-08,20,1,0.16,0.1364,0.4,0.3284,3,56
8206,2011-12-13,14,1,0.4,0.4091,0.37,0.2537,18,134
10318,2012-03-11,0,1,0.26,0.2879,0.44,0.0896,7,69
6293,2011-09-24,19,1,0.62,0.5606,0.88,0.0,77,308
2047,2011-03-31,4,3,0.24,0.2273,0.93,0.2537,0,2
104,2011-01-05,13,1,0.28,0.2576,0.3,0.2985,6,71
14299,2012-08-24,0,2,0.66,0.6212,0.69,0.0,27,111
9694,2012-02-13,21,1,0.28,0.2879,0.45,0.1343,2,147
10120,2012-03-02,18,3,0.36,0.3485,0.87,0.19399999999999998,6,160
16412,2012-11-21,14,1,0.46,0.4545,0.33,0.19399999999999998,84,413
1915,2011-03-25,14,1,0.36,0.3333,0.32,0.3284,30,133
6499,2011-10-03,9,2,0.4,0.4091,0.66,0.0896,12,153
15626,2012-10-18,7,1,0.44,0.4394,0.88,0.2537,20,508
5684,2011-08-30,7,1,0.56,0.5303,0.68,0.1343,19,357
10392,2012-03-14,3,1,0.48,0.4697,0.72,0.19399999999999998,1,4
6728,2011-10-12,22,3,0.54,0.5152,0.94,0.0896,3,43
16378,2012-11-20,4,2,0.34,0.3333,0.66,0.19399999999999998,0,6
3632,2011-06-05,6,2,0.62,0.6061,0.61,0.1045,10,21
109,2011-01-05,18,1,0.24,0.2424,0.38,0.1343,3,169
10341,2012-03-12,0,1,0.38,0.3939,0.54,0.19399999999999998,4,24
11199,2012-04-16,20,1,0.74,0.6515,0.37,0.2985,48,375
3464,2011-05-29,6,2,0.62,0.5606,0.88,0.19399999999999998,5,15
2138,2011-04-03,23,1,0.4,0.4091,0.5,0.0896,9,31
11729,2012-05-08,22,3,0.6,0.5758,0.78,0.2537,13,147
17210,2012-12-24,22,2,0.24,0.2879,0.93,0.0,7,12
742,2011-02-03,8,1,0.14,0.1212,0.5,0.3582,4,188
10563,2012-03-21,6,2,0.48,0.4697,0.94,0.2239,10,149
14251,2012-08-22,0,1,0.62,0.5758,0.83,0.1045,9,55
11804,2012-05-12,1,1,0.5,0.4848,0.48,0.0,14,93
9404,2012-02-01,18,1,0.56,0.5303,0.46,0.1642,12,526
8974,2012-01-14,19,1,0.2,0.19699999999999998,0.47,0.2239,12,102
14233,2012-08-21,6,1,0.56,0.5303,0.83,0.1045,5,169
3324,2011-05-23,10,1,0.66,0.6212,0.74,0.2985,49,121
16753,2012-12-05,20,1,0.34,0.303,0.46,0.3881,19,293
4480,2011-07-10,14,1,0.82,0.7424,0.41,0.3284,122,349
3442,2011-05-28,8,1,0.62,0.5909,0.78,0.19399999999999998,27,102
16461,2012-11-23,15,1,0.48,0.4697,0.41,0.2537,233,447
13695,2012-07-29,20,1,0.74,0.6970000000000001,0.66,0.1045,75,303
4521,2011-07-12,7,1,0.76,0.6970000000000001,0.55,0.19399999999999998,29,330
2847,2011-05-03,13,2,0.7,0.6515,0.58,0.6119,50,194
7583,2011-11-17,14,2,0.34,0.303,0.49,0.3881,5,110
9349,2012-01-30,11,1,0.26,0.2576,0.38,0.0,6,99
9230,2012-01-25,12,1,0.32,0.3333,0.53,0.1343,46,193
13896,2012-08-07,5,1,0.7,0.6667,0.79,0.1045,3,36
15959,2012-11-02,16,1,0.38,0.3939,0.4,0.3284,48,421
7053,2011-10-26,12,3,0.58,0.5455,0.53,0.2239,39,194
15066,2012-09-24,23,1,0.46,0.4545,0.63,0.1343,11,94
14005,2012-08-11,18,2,0.7,0.6667,0.74,0.2985,107,300
12440,2012-06-07,13,1,0.7,0.6364,0.37,0.2836,65,315
6131,2011-09-18,1,1,0.46,0.4545,0.77,0.2239,13,79
9289,2012-01-27,23,1,0.32,0.2879,0.49,0.4179,8,86
8237,2011-12-14,21,2,0.34,0.3333,0.66,0.1642,9,154
11306,2012-04-21,7,1,0.5,0.4848,0.82,0.2836,21,76
1947,2011-03-26,22,2,0.28,0.2727,0.41,0.2239,17,63
16373,2012-11-19,23,1,0.34,0.3485,0.66,0.1045,2,74
5414,2011-08-18,12,1,0.8,0.7424,0.52,0.2836,34,173
14662,2012-09-08,3,2,0.66,0.5909,0.89,0.2239,3,43
9679,2012-02-13,6,1,0.1,0.1061,0.54,0.2239,1,72
16508,2012-11-25,14,2,0.3,0.2879,0.42,0.2537,33,203
7332,2011-11-07,3,1,0.32,0.3485,0.93,0.0,0,3
14620,2012-09-06,9,3,0.66,0.5909,0.94,0.1343,8,123
1834,2011-03-22,4,2,0.42,0.4242,0.82,0.1642,0,1
12152,2012-05-26,13,1,0.76,0.7273,0.66,0.19399999999999998,265,539
15674,2012-10-20,7,1,0.4,0.4091,0.82,0.0,6,65
6730,2011-10-13,0,2,0.54,0.5152,0.94,0.1343,1,15
15560,2012-10-15,13,2,0.56,0.5303,0.88,0.2239,37,146
10261,2012-03-08,15,1,0.64,0.6212,0.38,0.6866,24,185
16883,2012-12-11,6,2,0.34,0.303,0.71,0.2985,0,118
10868,2012-04-03,0,1,0.4,0.4091,0.43,0.1343,1,33
12240,2012-05-30,5,2,0.62,0.5909,0.78,0.1343,1,41
4801,2011-07-23,23,1,0.8,0.7727,0.59,0.1045,27,104
9902,2012-02-22,15,1,0.5,0.4848,0.31,0.4179,34,195
14019,2012-08-12,8,1,0.66,0.6212,0.54,0.2239,35,119
14583,2012-09-04,20,1,0.74,0.6970000000000001,0.7,0.2537,47,385
15833,2012-10-26,22,2,0.52,0.5,0.83,0.1343,37,217
13679,2012-07-29,4,1,0.64,0.6061,0.69,0.19399999999999998,2,13
11364,2012-04-23,17,3,0.3,0.2727,0.82,0.3284,13,232
16729,2012-12-04,20,2,0.5,0.4848,0.63,0.2239,34,306
13103,2012-07-05,4,1,0.72,0.6667,0.58,0.0,0,7
15165,2012-09-29,2,2,0.54,0.5152,0.56,0.2239,12,92
3003,2011-05-10,1,1,0.46,0.4545,0.59,0.0896,3,15
23,2011-01-01,23,2,0.46,0.4545,0.88,0.2985,15,39
10740,2012-03-28,15,2,0.62,0.6212,0.41,0.2985,47,199
3524,2011-05-31,18,1,0.84,0.8029999999999999,0.53,0.19399999999999998,55,417
13538,2012-07-23,7,1,0.7,0.6667,0.84,0.1343,17,421
5389,2011-08-17,11,1,0.78,0.6970000000000001,0.43,0.1045,20,128
8336,2011-12-19,0,1,0.2,0.2273,0.75,0.0896,3,17
11113,2012-04-13,6,1,0.32,0.3182,0.57,0.1642,0,84
11465,2012-04-27,22,1,0.42,0.4242,0.38,0.2537,24,158
1309,2011-02-27,18,1,0.4,0.4091,0.54,0.19399999999999998,24,127
1664,2011-03-14,22,1,0.32,0.3333,0.49,0.1045,4,47
10352,2012-03-12,11,1,0.44,0.4394,0.44,0.2239,39,150
3475,2011-05-29,17,1,0.74,0.6970000000000001,0.7,0.2836,214,383
789,2011-02-05,8,3,0.2,0.2273,1.0,0.0896,0,10
16885,2012-12-11,8,2,0.34,0.303,0.61,0.2985,16,724
8062,2011-12-07,14,3,0.44,0.4394,1.0,0.19399999999999998,1,25
15978,2012-11-03,11,2,0.36,0.3333,0.46,0.3881,56,340
14697,2012-09-09,14,1,0.72,0.6515,0.3,0.2836,232,647
14728,2012-09-10,21,1,0.56,0.5303,0.49,0.1642,29,285
9341,2012-01-30,3,1,0.24,0.2273,0.48,0.19399999999999998,0,4
7740,2011-11-24,3,1,0.28,0.2879,0.65,0.1343,1,5
7315,2011-11-06,10,1,0.36,0.3636,0.66,0.0896,76,262
3284,2011-05-21,18,2,0.7,0.6364,0.45,0.1642,191,444
11311,2012-04-21,12,1,0.64,0.6212,0.57,0.2239,262,640
2514,2011-04-19,16,1,0.56,0.5303,0.52,0.2985,30,192
17276,2012-12-27,17,2,0.26,0.2424,0.52,0.2836,30,257
8552,2011-12-28,2,1,0.32,0.303,0.61,0.2537,0,7
4385,2011-07-06,15,1,0.76,0.7273,0.7,0.2836,55,185
13539,2012-07-23,8,1,0.72,0.6970000000000001,0.79,0.1045,47,738
7562,2011-11-16,17,2,0.48,0.4697,0.88,0.19399999999999998,17,233
9492,2012-02-05,10,2,0.26,0.2424,0.65,0.2836,10,148
4905,2011-07-28,7,1,0.72,0.6818,0.7,0.1642,27,305
12774,2012-06-21,11,1,0.86,0.7879,0.41,0.1343,40,161
6053,2011-09-14,19,2,0.7,0.6515,0.7,0.1045,44,381
9403,2012-02-01,17,1,0.58,0.5455,0.43,0.19399999999999998,31,539
11011,2012-04-08,23,1,0.5,0.4848,0.39,0.2537,10,51
1066,2011-02-17,4,1,0.32,0.3182,0.57,0.19399999999999998,3,4
15028,2012-09-23,9,1,0.5,0.4848,0.51,0.3284,71,276
6227,2011-09-22,1,2,0.6,0.5152,0.94,0.0896,5,11
16832,2012-12-09,3,2,0.4,0.4091,0.87,0.1045,14,48
513,2011-01-23,12,1,0.16,0.1212,0.37,0.4627,24,116
17187,2012-12-23,22,1,0.24,0.2576,0.6,0.1045,5,58
3688,2011-06-07,14,2,0.8,0.7273,0.43,0.2836,34,146
1395,2011-03-03,10,1,0.18,0.1818,0.29,0.19399999999999998,7,56
15751,2012-10-23,12,2,0.62,0.6212,0.46,0.0896,80,378
9871,2012-02-21,8,1,0.2,0.2273,0.69,0.0896,5,464
5006,2011-08-01,12,1,0.9,0.8029999999999999,0.33,0.2537,53,168
6214,2011-09-21,12,2,0.64,0.5909,0.78,0.0896,42,193
8203,2011-12-13,11,1,0.34,0.3182,0.46,0.2537,9,124
17334,2012-12-30,3,2,0.26,0.2273,0.56,0.4179,1,15
15494,2012-10-12,19,1,0.42,0.4242,0.41,0.2239,40,493
11538,2012-04-30,23,2,0.52,0.5,0.55,0.2239,10,60
5541,2011-08-23,19,1,0.66,0.6212,0.5,0.2239,70,367
5257,2011-08-11,23,1,0.66,0.6212,0.5,0.1642,22,127
603,2011-01-28,9,3,0.18,0.2121,0.86,0.0896,6,101
4723,2011-07-20,17,1,0.84,0.8333,0.59,0.19399999999999998,50,455
5740,2011-09-01,15,1,0.72,0.6667,0.51,0.1343,39,174
10104,2012-03-02,2,1,0.34,0.3182,0.53,0.2836,2,6
9320,2012-01-29,6,1,0.2,0.2273,0.4,0.1045,1,5
2878,2011-05-04,20,1,0.4,0.4091,0.62,0.3284,17,191
15176,2012-09-29,13,1,0.62,0.6212,0.41,0.2985,233,686
3394,2011-05-26,8,2,0.66,0.6061,0.83,0.1642,31,489
15537,2012-10-14,14,1,0.66,0.6212,0.39,0.4179,249,617
11818,2012-05-12,15,1,0.68,0.6212,0.24,0.19399999999999998,269,590
14744,2012-09-11,13,1,0.66,0.6212,0.29,0.0896,72,328
8582,2011-12-29,9,2,0.2,0.2121,0.64,0.1343,15,170
11679,2012-05-06,20,1,0.6,0.6061,0.64,0.19399999999999998,73,276
3301,2011-05-22,11,1,0.7,0.6515,0.54,0.19399999999999998,164,373
15838,2012-10-27,3,1,0.5,0.4848,0.88,0.1642,5,26
6843,2011-10-17,17,1,0.56,0.5303,0.64,0.1343,80,620
12678,2012-06-17,11,1,0.62,0.6212,0.57,0.1045,196,546
13339,2012-07-15,0,1,0.68,0.6364,0.89,0.1642,40,187
14711,2012-09-10,4,1,0.52,0.5,0.68,0.2836,1,5
7990,2011-12-04,14,1,0.42,0.4242,0.62,0.1343,77,323
5406,2011-08-18,4,1,0.64,0.6061,0.73,0.2239,0,9
712,2011-02-02,1,3,0.22,0.2273,0.93,0.19399999999999998,0,3
12427,2012-06-07,0,1,0.52,0.5,0.77,0.1343,9,59
4409,2011-07-07,15,1,0.86,0.7879,0.41,0.2537,47,166
13294,2012-07-13,3,2,0.68,0.6364,0.61,0.0,2,9
5920,2011-09-09,5,2,0.62,0.5455,0.94,0.1343,0,14
17217,2012-12-25,6,2,0.22,0.2273,0.93,0.1343,1,7
5411,2011-08-18,9,1,0.72,0.6818,0.66,0.2537,42,228
13340,2012-07-15,1,2,0.68,0.6364,0.89,0.1343,49,168
550,2011-01-25,2,1,0.16,0.1515,0.69,0.2239,0,2
9674,2012-02-13,1,1,0.12,0.1212,0.5,0.2239,0,6
16251,2012-11-14,21,1,0.3,0.3333,0.56,0.0,5,213
12505,2012-06-10,6,1,0.62,0.5909,0.73,0.0,3,30
12341,2012-06-03,10,1,0.62,0.6212,0.43,0.2239,127,404
10498,2012-03-18,13,2,0.46,0.4545,0.82,0.1642,198,544
15081,2012-09-25,14,1,0.66,0.6212,0.39,0.3284,80,293
3264,2011-05-20,22,1,0.54,0.5152,0.73,0.0,28,152
5061,2011-08-03,19,3,0.7,0.6667,0.84,0.0,51,321
2098,2011-04-02,7,2,0.26,0.2727,0.7,0.1045,2,18
7001,2011-10-24,8,2,0.42,0.4242,0.88,0.1642,20,398
7292,2011-11-05,11,1,0.36,0.3636,0.46,0.1045,69,238
3671,2011-06-06,21,1,0.66,0.6212,0.57,0.0896,29,189
13342,2012-07-15,3,2,0.68,0.6364,0.89,0.1642,15,57
8583,2011-12-29,10,2,0.22,0.2273,0.64,0.1642,13,110
4416,2011-07-07,22,1,0.74,0.6818,0.62,0.1642,32,182
9214,2012-01-24,20,1,0.32,0.3485,0.76,0.0,18,229
11723,2012-05-08,16,3,0.64,0.6061,0.73,0.2239,54,389
14684,2012-09-09,1,1,0.56,0.5303,0.73,0.2239,20,124
2934,2011-05-07,4,1,0.4,0.4091,0.82,0.1045,1,5
9237,2012-01-25,19,2,0.34,0.3636,0.53,0.0,5,316
6597,2011-10-07,11,1,0.56,0.5303,0.63,0.0,80,230
9217,2012-01-24,23,1,0.32,0.3485,0.76,0.0,19,99
9049,2012-01-17,23,1,0.46,0.4545,0.72,0.3881,1,61
4833,2011-07-25,7,2,0.74,0.7121,0.79,0.0,20,277
15275,2012-10-03,16,2,0.72,0.6667,0.58,0.0,42,478
13300,2012-07-13,9,2,0.72,0.6667,0.51,0.0,70,414
11624,2012-05-04,13,2,0.64,0.6061,0.73,0.0,71,278
16004,2012-11-04,13,1,0.4,0.4091,0.43,0.2239,122,493
9377,2012-01-31,15,1,0.54,0.5152,0.26,0.4478,27,177
12317,2012-06-02,10,1,0.6,0.6212,0.53,0.2985,145,493
56,2011-01-03,11,1,0.2,0.1818,0.4,0.3284,10,51
3412,2011-05-27,2,1,0.68,0.6364,0.61,0.2239,6,18
2855,2011-05-03,21,2,0.64,0.6212,0.61,0.4478,42,225
400,2011-01-18,16,2,0.22,0.2273,0.87,0.19399999999999998,0,61
2986,2011-05-09,8,1,0.52,0.5,0.55,0.2239,23,374
6605,2011-10-07,19,1,0.56,0.5303,0.52,0.0,51,294
14908,2012-09-18,9,2,0.66,0.6061,0.83,0.5821,27,293
10227,2012-03-07,5,1,0.28,0.2576,0.56,0.2985,0,18
12859,2012-06-25,0,1,0.72,0.6818,0.62,0.2537,31,68
6554,2011-10-05,16,1,0.64,0.6212,0.47,0.3284,37,282
7258,2011-11-04,1,2,0.4,0.4091,0.82,0.0,1,17
10334,2012-03-11,17,1,0.52,0.5,0.27,0.2985,199,498
5781,2011-09-03,8,1,0.64,0.6061,0.69,0.1642,24,89
12888,2012-06-26,5,1,0.52,0.5,0.48,0.3881,3,39
11160,2012-04-15,5,1,0.5,0.4848,0.68,0.1642,4,10
13214,2012-07-09,19,1,0.74,0.6818,0.55,0.1642,88,631
7233,2011-11-03,0,1,0.36,0.3636,0.76,0.0896,3,31
8661,2012-01-01,16,2,0.44,0.4394,0.54,0.2985,68,215
519,2011-01-23,18,1,0.12,0.1212,0.3,0.2537,5,49
1755,2011-03-18,20,1,0.62,0.6212,0.46,0.1343,46,149
4508,2011-07-11,18,1,0.86,0.8333,0.53,0.3881,57,472
12843,2012-06-24,8,1,0.7,0.6515,0.58,0.0,38,141
10389,2012-03-14,0,1,0.54,0.5152,0.6,0.1045,5,39
5263,2011-08-12,5,1,0.6,0.6212,0.56,0.1343,2,26
1069,2011-02-17,7,1,0.32,0.3333,0.57,0.1045,7,126
11278,2012-04-20,3,1,0.44,0.4394,0.88,0.1045,1,10
6611,2011-10-08,1,1,0.46,0.4545,0.82,0.0,14,65
15793,2012-10-25,6,2,0.52,0.5,0.88,0.19399999999999998,3,171
665,2011-01-31,1,1,0.22,0.2121,0.64,0.2537,2,7
10548,2012-03-20,15,2,0.62,0.6061,0.69,0.1045,67,244
716,2011-02-02,5,3,0.22,0.2424,0.93,0.1045,0,3
12114,2012-05-24,23,2,0.64,0.5909,0.78,0.1343,36,167
1699,2011-03-16,11,2,0.36,0.3485,0.81,0.1343,13,75
1877,2011-03-24,0,2,0.32,0.303,0.93,0.2239,0,11
10643,2012-03-24,14,3,0.52,0.5,0.88,0.3582,63,223
7320,2011-11-06,15,1,0.48,0.4697,0.51,0.19399999999999998,96,306
14399,2012-08-28,4,1,0.66,0.6061,0.83,0.1343,2,8
6800,2011-10-15,22,1,0.5,0.4848,0.36,0.1343,45,166
13700,2012-07-30,1,1,0.7,0.6667,0.74,0.0,4,19
7065,2011-10-27,0,1,0.46,0.4545,0.94,0.0,3,26
7140,2011-10-30,3,1,0.24,0.2121,0.75,0.3582,7,33
13747,2012-08-01,0,1,0.68,0.6364,0.79,0.1642,3,47
9255,2012-01-26,13,2,0.38,0.3939,0.71,0.0,17,173
6861,2011-10-18,11,2,0.6,0.6212,0.49,0.1045,35,147
8168,2011-12-12,0,1,0.2,0.2273,0.69,0.0896,4,20
8639,2011-12-31,18,1,0.42,0.4242,0.54,0.1343,13,93
10912,2012-04-04,20,1,0.64,0.6212,0.27,0.2239,39,372
8128,2011-12-10,8,1,0.26,0.2727,0.65,0.1343,5,73
6592,2011-10-07,6,1,0.42,0.4242,0.88,0.0,3,87
12508,2012-06-10,9,1,0.7,0.6515,0.58,0.0,91,266
91,2011-01-04,23,1,0.2,0.2273,0.69,0.0896,2,11
2577,2011-04-22,7,2,0.34,0.3182,0.53,0.2836,5,180
10239,2012-03-07,17,1,0.56,0.5303,0.43,0.4925,58,612
14412,2012-08-28,17,1,0.8,0.6970000000000001,0.35,0.3881,90,864
13878,2012-08-06,11,1,0.76,0.7273,0.66,0.1343,108,260
16803,2012-12-07,22,2,0.36,0.3636,0.93,0.0896,15,165
16481,2012-11-24,11,2,0.28,0.2576,0.41,0.2985,55,186
3896,2011-06-16,6,3,0.58,0.5455,0.73,0.1642,8,112
13030,2012-07-02,3,2,0.72,0.6667,0.54,0.4179,0,5
1349,2011-03-01,12,1,0.3,0.303,0.39,0.1343,6,86
14737,2012-09-11,6,1,0.46,0.4545,0.77,0.1045,11,211
11856,2012-05-14,5,2,0.54,0.5152,0.77,0.1642,1,26
3777,2011-06-11,7,1,0.72,0.6667,0.58,0.19399999999999998,18,68
13684,2012-07-29,9,1,0.72,0.6818,0.62,0.2537,64,226
14006,2012-08-11,19,2,0.66,0.5909,0.89,0.1045,97,275
14182,2012-08-19,3,2,0.62,0.6061,0.61,0.1642,21,55
4050,2011-06-22,16,2,0.82,0.8029999999999999,0.59,0.3284,34,258
12970,2012-06-29,15,1,0.96,0.9091,0.36,0.0,47,230
15475,2012-10-12,0,1,0.4,0.4091,0.66,0.1045,8,68
9747,2012-02-16,2,2,0.3,0.3182,0.7,0.0896,1,7
2762,2011-04-30,0,2,0.44,0.4394,0.54,0.2537,33,106
3581,2011-06-03,3,1,0.54,0.5152,0.49,0.2239,0,5
7105,2011-10-28,16,2,0.36,0.3485,0.46,0.1642,46,308
6372,2011-09-28,2,1,0.6,0.5455,0.88,0.2537,0,9
15789,2012-10-25,2,1,0.54,0.5152,0.77,0.0,3,18
12837,2012-06-24,2,2,0.68,0.6364,0.51,0.0,34,114
5062,2011-08-03,20,3,0.7,0.6667,0.84,0.1045,7,87
3602,2011-06-04,0,1,0.56,0.5303,0.52,0.0,24,93
9687,2012-02-13,14,1,0.34,0.3485,0.23,0.1045,10,135
6948,2011-10-22,3,1,0.4,0.4091,0.62,0.1343,1,20
7756,2011-11-24,19,1,0.4,0.4091,0.54,0.1045,15,28
8917,2012-01-12,10,1,0.34,0.3485,0.81,0.1045,6,90
16824,2012-12-08,19,1,0.4,0.4091,0.87,0.0,34,246
6017,2011-09-13,7,1,0.58,0.5455,0.83,0.0896,14,362
8746,2012-01-05,6,2,0.2,0.2121,0.75,0.1343,0,78
2956,2011-05-08,2,1,0.48,0.4697,0.63,0.0,17,59
14387,2012-08-27,16,1,0.8,0.7576,0.55,0.2537,77,444
16044,2012-11-06,5,2,0.22,0.2273,0.64,0.19399999999999998,1,41
7520,2011-11-14,23,1,0.56,0.5303,0.64,0.2985,13,61
1103,2011-02-18,17,1,0.66,0.6212,0.34,0.3582,52,327
10126,2012-03-03,0,3,0.36,0.3636,0.93,0.0896,1,22
14049,2012-08-13,14,1,0.8,0.6970000000000001,0.33,0.1045,85,248
12490,2012-06-09,15,1,0.84,0.7121,0.2,0.2985,218,555
12767,2012-06-21,4,1,0.7,0.6667,0.84,0.0896,1,12
1558,2011-03-10,9,3,0.4,0.4091,0.0,0.2239,1,24
2488,2011-04-18,14,2,0.58,0.5455,0.49,0.19399999999999998,49,144
14464,2012-08-30,21,1,0.72,0.6818,0.66,0.1343,32,307
15847,2012-10-27,12,1,0.6,0.6212,0.53,0.2537,264,668
3523,2011-05-31,17,1,0.84,0.8029999999999999,0.53,0.2239,67,495
4542,2011-07-13,4,1,0.74,0.6818,0.58,0.2537,0,5
15319,2012-10-05,12,1,0.72,0.6515,0.42,0.1642,161,468
3400,2011-05-26,14,1,0.82,0.7727,0.52,0.2836,44,189
15416,2012-10-09,13,2,0.5,0.4848,0.67,0.1343,54,238
17116,2012-12-20,23,3,0.4,0.4091,0.82,0.2985,0,13
8379,2011-12-20,19,1,0.38,0.3939,0.66,0.0,6,224
8380,2011-12-20,20,1,0.36,0.3788,0.66,0.0,3,147
2272,2011-04-09,13,2,0.36,0.3788,0.81,0.0,114,222
2374,2011-04-13,20,1,0.44,0.4394,0.62,0.2537,7,126
11876,2012-05-15,1,3,0.56,0.5303,0.88,0.1343,5,19
12937,2012-06-28,6,1,0.62,0.6212,0.57,0.0896,8,193
292,2011-01-13,15,1,0.24,0.2121,0.38,0.2985,5,60
2870,2011-05-04,12,2,0.44,0.4394,0.62,0.3582,19,124
13172,2012-07-08,1,1,0.82,0.7879,0.56,0.1045,25,124
14957,2012-09-20,10,1,0.58,0.5455,0.53,0.0896,33,190
13044,2012-07-02,17,1,0.84,0.7273,0.32,0.1343,82,747
16332,2012-11-18,6,1,0.28,0.2727,0.81,0.1642,2,15
4879,2011-07-27,5,1,0.7,0.6515,0.54,0.2836,0,18
12844,2012-06-24,9,1,0.72,0.6667,0.51,0.0,63,232
16635,2012-11-30,22,1,0.3,0.3333,0.75,0.0,18,163
13609,2012-07-26,6,1,0.66,0.6061,0.78,0.2537,16,181
4418,2011-07-08,0,1,0.74,0.6970000000000001,0.66,0.1045,6,47
11583,2012-05-02,20,1,0.52,0.5,0.77,0.2537,42,338
356,2011-01-16,8,1,0.22,0.2121,0.55,0.2836,0,18
15961,2012-11-02,18,2,0.38,0.3939,0.43,0.3284,32,522
4584,2011-07-14,22,1,0.64,0.6212,0.57,0.0896,42,176
837,2011-02-07,8,2,0.16,0.2273,1.0,0.0,7,230
7013,2011-10-24,20,1,0.48,0.4697,0.82,0.1045,11,129
15766,2012-10-24,3,1,0.5,0.4848,0.77,0.0896,0,4
16130,2012-11-09,20,1,0.36,0.3485,0.66,0.1343,20,255
1726,2011-03-17,14,1,0.5,0.4848,0.45,0.1045,32,119
16592,2012-11-29,2,1,0.22,0.2727,0.64,0.0,1,7
